,id,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction,full_name,survey_response
1718,1434,Wednesday,FRONTIER,DENVER,West US,Hub     ,Gates 20-39,1/1/2018,209,Clean,Very unsafe,Somewhat satsified,Miss Jigs,"We were significantly slowed down by the security measures at the airport, which took far longer than expected. The line seemed to move at a snail’s pace, and the security staff, though thorough, didn’t seem to be working efficiently. Many passengers were confused about the process, which only added to the delays. The screening procedures felt overly strict, with many people being pulled aside for additional checks, even though they had followed the initial instructions carefully. This caused unnecessary stress and frustration, making it difficult for many of us to reach our gates on time. The entire experience was exhausting and could have been handled in a more organized and efficient manner."
1719,1066,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,12/31/2018,235,Clean,Very safe,Very satisfied,Mr.Stones,"I felt very unsatisfied by how long the flight was, especially since it exceeded the expected duration by a significant margin. The extended hours in the air made the experience feel exhausting and tedious. As the minutes dragged on, the discomfort of the cramped seating and lack of adequate entertainment options became increasingly frustrating. I had hoped for a more pleasant journey, but the prolonged flight left me feeling restless and impatient. Furthermore, the limited snacks and beverage service did little to alleviate the discomfort. Overall, the long flight dampened my travel experience, making it far less enjoyable than I had anticipated."
1720,267,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,12/31/2018,175,Somewhat clean,Somewhat safe,Somewhat satsified,Mr.Dan,"There was a spill on the aisle next to the bathroom, creating quite a mess and an unpleasant situation for passengers. The liquid spread across the floor, making it hazardous for anyone walking by. People were carefully navigating around it, trying to avoid slipping and falling. It was frustrating to see that no airport staff had come to clean it up promptly, which only added to the chaos. The unpleasant odor from the spill lingered in the air, making the atmosphere even less enjoyable for everyone nearby. Overall, the situation highlighted the need for better maintenance and cleanliness in the airport."
1721,2017,Friday,BRITISH AIRWAYS,LONDON HEATHROW,Europe,Hub,Gates 1-12,12/31/2018,90,Somewhat clean,Neutral,Somewhat satsified,Ms.Bob,It was terrible
1723,1768,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,12/31/2018,95,Somewhat clean,Somewhat safe,Somewhat satsified,Dr.Mos,I did not like the flight
1724,1728,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,12/31/2018,390,Somewhat clean,Somewhat safe,Neutral,Miss Volks,I hate this
1725,3049,Tuesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,12/31/2018,80,Clean,Very safe,Very satisfied,Mr.Jones,Not a fan
1726,1408,Saturday,UNITED,KANSAS CITY,Midwest US,Medium,Gates 70-90,12/31/2018,169,Somewhat clean,Somewhat safe,Somewhat satsified,Mr.Bim,Bad
1727,2898,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,12/31/2018,175,Somewhat clean,Somewhat safe,Somewhat satsified,Ms.Craig,Horrible
1728,2511,Friday,ALASKA,SALT LAKE CITY,West US,    Medium,Gates 1-12,12/31/2018,120,Average,Somewhat safe,Somewhat satsified,Dr.Tol,Very poor
1730,3240,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,12/31/2018,155,Somewhat clean,Very safe,Neutral,Miss Jigs,Unacceptable flight
1731,4,Tuesday,SOUTHWEST,LOS ANGELES,West US,Hub     ,Gates 20-39,12/31/2018,75,Somewhat clean,Somewhat safe,Neutral,Mr.Stones,It was awful
1732,334,Wednesday,SOUTHWEST,PHOENIX,West US,    Hub,Gates 20-39,12/31/2018,200,Somewhat clean,Somewhat safe,Neutral,Mr.Dan,My fllight was really unpleasant
1733,3113,Sunday,ALASKA,NEWARK,East US,Hub,Gates 50-59,12/31/2018,110,Average,Very safe,Neutral,Ms.Bob,I am not a fan
1734,1457,Saturday,UNITED,PORTLAND,West US,Medium,Gates 70-90,12/31/2018,85,Clean,Very safe,Somewhat satsified,Dr.Mos,I had a bad flight
1735,2652,Tuesday,SOUTHWEST,DENVER,West US,    Hub,Gates 20-39,12/31/2018,80,Clean,Very safe,Somewhat satsified,Miss Volks,It was very bad
1736,1391,Tuesday,UNITED INTL,SHANGHAI,Asia,Hub,Gates 91-102,12/31/2018,105,Clean,Very safe,Very satisfied,Mr.Jones,it was horrible
1737,3187,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,12/31/2018,345,Somewhat clean,Somewhat safe,Neutral,Mr.Bim,Terrible
1738,3056,Tuesday,AMERICAN,MIAMI,East US,Hub,Gates 50-59,12/31/2018,245,Somewhat clean,Very safe,Very satisfied,Ms.Craig,It was substandard
1739,2891,Wednesday,UNITED,AUSTIN,Midwest US,    Medium,Gates 70-90,12/31/2018,210,Clean,Very safe,Very satisfied,Dr.Tol,"The airport personnel failed to notify us about the delay, which caused significant confusion and inconvenience. We were left uninformed, missing crucial updates regarding our flight status, which led to unnecessary waiting and frustration among all the passengers. The lack of communication was disappointing"
1740,878,Tuesday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,12/31/2018,115,Clean,Very safe,Very satisfied,Miss Jigs,"The food at the airport was incredibly expensive, far more than what I had anticipated. Every option, whether it was a snack or a meal, seemed overpriced. It felt like they were taking advantage of travelers, leaving us with no affordable dining alternatives while waiting for our flights"
1741,1808,Monday,UNITED INTL,LONDON HEATHROW,eur,Hub     ,Gates 91-102,12/31/2018,155,Somewhat clean,Somewhat safe,Somewhat satsified,Mr.Stones,"One of the other travelers was extremely loud and disruptive throughout the entire waiting period at the airport. They were talking on their phone at a high volume, seemingly unaware of how uncomfortable they were making everyone around them. Despite multiple people giving them looks, they continued without any consideration for the rest of the passengers. It made an already stressful situation much worse for those nearby."
1742,2779,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,12/31/2018,145,Clean,Very safe,Very satisfied,Mr.Dan,"I don’t recall completing the survey with the answers that were provided. It’s possible that I might have misunderstood some of the questions or submitted it unintentionally. However, the responses shown don’t seem to align with my typical views or preferences. If there’s a way to review or correct my input, I would appreciate the opportunity to do so, as I want to ensure that the feedback accurately reflects my experience or opinion."
1743,604,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,12/31/2018,282,Somewhat clean,Somewhat safe,Somewhat satsified,Ms.Bob,"The airport personnel continuously ignored my request for assistance, even after I approached them multiple times. I was trying to get some information about a delayed flight, but they seemed indifferent to my concerns. Despite politely asking for updates and clarification, they either directed me to someone else or simply avoided making eye contact. This lack of responsiveness was frustrating, and it left me feeling completely disregarded, especially in such a stressful situation. It was disappointing to see such poor customer service from the staff during a time when passengers needed support the most."
1744,2449,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,12/31/2018,87,Average,Somewhat safe,Somewhat satsified,Dr.Mos,"The chair I sat in was extremely uncomfortable, making the long wait at the airport even more unbearable. It lacked proper cushioning and support, causing discomfort after just a short period. Despite trying to shift positions to find some relief, the hard surface and poor design made it impossible to get comfortable. This added to the overall frustration of an already tiring day, as I had no choice but to sit there for hours, enduring the physical discomfort while waiting for my delayed flight. It was disappointing that the seating provided was of such low quality in a place where people spend significant amounts of time."
1746,1759,Monday,LUFTHANSA,MUNICH,eur,    Hub,Gates 91-102,12/31/2018,295,Somewhat clean,Somewhat safe,Somewhat satsified,Miss Volks,"I wish this airport were more like other airports that prioritize the comfort and convenience of their travelers. The facilities here seem outdated and lack many of the amenities I’ve come to expect when traveling. For example, other airports offer better seating, a wider range of food options, and more efficient customer service. The layout is also confusing, and finding basic services like restrooms or charging stations was more difficult than it should have been. Overall, it would greatly improve the experience if this airport could modernize and provide a more traveler-friendly environment like many others do."
1747,2396,Wednesday,UNITED INTL,SYDNEY,Australia/New Zealand,Hub,Gates 91-102,12/31/2018,125,Somewhat clean,Very safe,Somewhat satsified,Mr.Jones,"I was really unsatisfied with the wait times because they were much longer than expected, causing unnecessary frustration. Despite arriving at the airport well ahead of schedule, the lines for check-in, security, and even boarding seemed to move at an incredibly slow pace. There were few updates or explanations provided, which made the situation even more stressful. It felt as though the airport was understaffed or poorly organized, leaving passengers to wait without any clear sense of when things would improve. The overall inefficiency of the process left me disappointed and made the travel experience far more stressful than it should have been."
1748,1206,Tuesday,SOUTHWEST,LAS VEGAS,West US,    Hub,Gates 20-39,12/31/2018,165,Average,Neutral,Somewhat satsified,Mr.Bim,"The flight was generally okay, but I didn’t particularly enjoy the seating arrangements. The seats were cramped, leaving very little legroom, which made the long flight uncomfortable. Additionally, the seat padding wasn’t great, and after a few hours, it became difficult to find a comfortable position. The lack of in-flight entertainment options also made the experience less enjoyable, as there were few distractions to pass the time. Although the staff were friendly and the flight itself was smooth, the overall comfort level left much to be desired, especially for such a long journey."
1750,2119,Monday,UNITED INTL,MEXICO CITY,Canada/Mexico,Hub,Gates 91-102,12/31/2018,160,Clean,Very safe,Somewhat satsified,Ms.Craig,"We were significantly slowed down by the security measures at the airport, which took far longer than expected. The line seemed to move at a snail’s pace, and the security staff, though thorough, didn’t seem to be working efficiently. Many passengers were confused about the process, which only added to the delays. The screening procedures felt overly strict, with many people being pulled aside for additional checks, even though they had followed the initial instructions carefully. This caused unnecessary stress and frustration, making it difficult for many of us to reach our gates on time. The entire experience was exhausting and could have been handled in a more organized and efficient manner."
1751,2015,Friday,BRITISH AIRWAYS,LONDON HEATHROW,Europe,Hub,Gates 1-12,12/31/2018,225,Clean,Somewhat safe,Somewhat unsatisfied,Dr.Tol,"I felt very unsatisfied by how long the flight was, especially since it exceeded the expected duration by a significant margin. The extended hours in the air made the experience feel exhausting and tedious. As the minutes dragged on, the discomfort of the cramped seating and lack of adequate entertainment options became increasingly frustrating. I had hoped for a more pleasant journey, but the prolonged flight left me feeling restless and impatient. Furthermore, the limited snacks and beverage service did little to alleviate the discomfort. Overall, the long flight dampened my travel experience, making it far less enjoyable than I had anticipated."
1752,2047,Friday,BRITISH AIRWAYS,LONDON HEATHROW,eur,    Hub,Gates 1-12,12/31/2018,180,Somewhat clean,Very safe,Somewhat satsified,Miss Jigs,"There was a spill on the aisle next to the bathroom, creating quite a mess and an unpleasant situation for passengers. The liquid spread across the floor, making it hazardous for anyone walking by. People were carefully navigating around it, trying to avoid slipping and falling. It was frustrating to see that no airport staff had come to clean it up promptly, which only added to the chaos. The unpleasant odor from the spill lingered in the air, making the atmosphere even less enjoyable for everyone nearby. Overall, the situation highlighted the need for better maintenance and cleanliness in the airport."
1753,2217,Thursday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,12/31/2018,180,Average,Neutral,Somewhat satsified,Mr.Stones,It was terrible
1754,1259,Thursday,UNITED INTL,TOKYO-NARITA,Asia,Hub,Gates 91-102,12/31/2018,270,Somewhat clean,Neutral,Somewhat satsified,Mr.Dan,I did not like the flight
1755,1939,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,12/31/2018,185,Somewhat clean,Somewhat safe,Very satisfied,Ms.Bob,I hate this
1756,1555,Wednesday,DELTA,ATLANTA,EAST US,Hub     ,Gates 40-48,12/31/2018,105,Somewhat clean,Somewhat safe,Neutral,Dr.Mos,Not a fan
1757,1642,Saturday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,12/31/2018,170,Average,Very safe,Somewhat satsified,Miss Volks,Bad
1758,2300,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,12/31/2018,120,Clean,Somewhat safe,Very satisfied,Mr.Jones,Horrible
1759,1461,Tuesday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,12/31/2018,340,Average,Somewhat safe,Neutral,Mr.Bim,Very poor
1760,2206,Wednesday,AER LINGUS,DUBLIN,Europe,Large,Gates 91-102,12/31/2018,210,Clean,Somewhat safe,Somewhat satsified,Ms.Craig,Unacceptable flight
1761,1742,Saturday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,12/31/2018,215,Clean,Very safe,Very satisfied,Dr.Tol,It was awful
1764,1448,Saturday,UNITED,PORTLAND,West US,Medium,Gates 70-90,12/31/2018,160,Somewhat clean,Somewhat safe,Very satisfied,Miss Jigs,My fllight was really unpleasant
1765,1248,Thursday,CHINA EASTERN,SHANGHAI,Asia,Hub,Gates 1-12,12/31/2018,140,Somewhat clean,Somewhat safe,Somewhat satsified,Mr.Stones,I am not a fan
1767,3079,Sunday,COPA,PANAMA CITY,Central/South America,Medium,Gates 1-12,12/31/2018,193,Clean,Somewhat safe,Somewhat satsified,Mr.Dan,I had a bad flight
1768,2962,Tuesday,AMERICAN,NEW YORK-JFK,East US,Hub,Gates 50-59,12/31/2018,115,Somewhat clean,Somewhat safe,Somewhat satsified,Ms.Bob,It was very bad
1769,567,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,12/31/2018,60,Somewhat clean,Somewhat safe,Neutral,Dr.Mos,it was horrible
1770,3246,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,12/31/2018,95,Clean,Neutral,Somewhat satsified,Miss Volks,Terrible
1771,1627,Thursday,KOREAN AIR,SEOUL,Asia,Hub,Gates 1-12,12/31/2018,225,Clean,Very safe,Somewhat satsified,Mr.Jones,It was substandard
1772,1749,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,12/31/2018,145,Clean,Very safe,Somewhat satsified,Mr.Bim,"The airport personnel failed to notify us about the delay, which caused significant confusion and inconvenience. We were left uninformed, missing crucial updates regarding our flight status, which led to unnecessary waiting and frustration among all the passengers. The lack of communication was disappointing"
1774,996,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,12/31/2018,55,Somewhat clean,Somewhat safe,Neutral,Ms.Craig,"The food at the airport was incredibly expensive, far more than what I had anticipated. Every option, whether it was a snack or a meal, seemed overpriced. It felt like they were taking advantage of travelers, leaving us with no affordable dining alternatives while waiting for our flights"
1775,706,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,12/31/2018,245,Somewhat clean,Very safe,Very satisfied,Dr.Tol,"One of the other travelers was extremely loud and disruptive throughout the entire waiting period at the airport. They were talking on their phone at a high volume, seemingly unaware of how uncomfortable they were making everyone around them. Despite multiple people giving them looks, they continued without any consideration for the rest of the passengers. It made an already stressful situation much worse for those nearby."
1776,1689,Saturday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,12/31/2018,120,Somewhat clean,Very safe,Somewhat satsified,Miss Jigs,"I don’t recall completing the survey with the answers that were provided. It’s possible that I might have misunderstood some of the questions or submitted it unintentionally. However, the responses shown don’t seem to align with my typical views or preferences. If there’s a way to review or correct my input, I would appreciate the opportunity to do so, as I want to ensure that the feedback accurately reflects my experience or opinion."
1777,3032,Tuesday,UNITED,PORTLAND,West US,    Medium,Gates 70-90,12/31/2018,95,Average,Somewhat safe,Neutral,Mr.Stones,"The airport personnel continuously ignored my request for assistance, even after I approached them multiple times. I was trying to get some information about a delayed flight, but they seemed indifferent to my concerns. Despite politely asking for updates and clarification, they either directed me to someone else or simply avoided making eye contact. This lack of responsiveness was frustrating, and it left me feeling completely disregarded, especially in such a stressful situation. It was disappointing to see such poor customer service from the staff during a time when passengers needed support the most."
1778,704,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,12/31/2018,185,Average,Somewhat safe,Neutral,Mr.Dan,"The chair I sat in was extremely uncomfortable, making the long wait at the airport even more unbearable. It lacked proper cushioning and support, causing discomfort after just a short period. Despite trying to shift positions to find some relief, the hard surface and poor design made it impossible to get comfortable. This added to the overall frustration of an already tiring day, as I had no choice but to sit there for hours, enduring the physical discomfort while waiting for my delayed flight. It was disappointing that the seating provided was of such low quality in a place where people spend significant amounts of time."
1779,1629,Thursday,KOREAN AIR,SEOUL,Asia,Hub,Gates 1-12,12/31/2018,135,Average,Very safe,Somewhat satsified,Ms.Bob,"I wish this airport were more like other airports that prioritize the comfort and convenience of their travelers. The facilities here seem outdated and lack many of the amenities I’ve come to expect when traveling. For example, other airports offer better seating, a wider range of food options, and more efficient customer service. The layout is also confusing, and finding basic services like restrooms or charging stations was more difficult than it should have been. Overall, it would greatly improve the experience if this airport could modernize and provide a more traveler-friendly environment like many others do."
1780,2485,Friday,UNITED,DENVER,West US,Hub,Gates 70-90,12/31/2018,155,Somewhat clean,Somewhat safe,Somewhat satsified,Dr.Mos,"I was really unsatisfied with the wait times because they were much longer than expected, causing unnecessary frustration. Despite arriving at the airport well ahead of schedule, the lines for check-in, security, and even boarding seemed to move at an incredibly slow pace. There were few updates or explanations provided, which made the situation even more stressful. It felt as though the airport was understaffed or poorly organized, leaving passengers to wait without any clear sense of when things would improve. The overall inefficiency of the process left me disappointed and made the travel experience far more stressful than it should have been."
1782,3146,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,12/31/2018,45,Average,Very safe,Neutral,Miss Volks,"The flight was generally okay, but I didn’t particularly enjoy the seating arrangements. The seats were cramped, leaving very little legroom, which made the long flight uncomfortable. Additionally, the seat padding wasn’t great, and after a few hours, it became difficult to find a comfortable position. The lack of in-flight entertainment options also made the experience less enjoyable, as there were few distractions to pass the time. Although the staff were friendly and the flight itself was smooth, the overall comfort level left much to be desired, especially for such a long journey."
1785,470,Sunday,UNITED,DENVER,West US,Hub,Gates 70-90,12/31/2018,131,Clean,Neutral,Somewhat satsified,Mr.Jones,"We were significantly slowed down by the security measures at the airport, which took far longer than expected. The line seemed to move at a snail’s pace, and the security staff, though thorough, didn’t seem to be working efficiently. Many passengers were confused about the process, which only added to the delays. The screening procedures felt overly strict, with many people being pulled aside for additional checks, even though they had followed the initial instructions carefully. This caused unnecessary stress and frustration, making it difficult for many of us to reach our gates on time. The entire experience was exhausting and could have been handled in a more organized and efficient manner."
1786,1665,Saturday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,12/31/2018,132,Clean,Very safe,Very satisfied,Mr.Bim,"I felt very unsatisfied by how long the flight was, especially since it exceeded the expected duration by a significant margin. The extended hours in the air made the experience feel exhausting and tedious. As the minutes dragged on, the discomfort of the cramped seating and lack of adequate entertainment options became increasingly frustrating. I had hoped for a more pleasant journey, but the prolonged flight left me feeling restless and impatient. Furthermore, the limited snacks and beverage service did little to alleviate the discomfort. Overall, the long flight dampened my travel experience, making it far less enjoyable than I had anticipated."
1787,1765,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,12/31/2018,100,Somewhat clean,Somewhat safe,Somewhat satsified,Ms.Craig,"There was a spill on the aisle next to the bathroom, creating quite a mess and an unpleasant situation for passengers. The liquid spread across the floor, making it hazardous for anyone walking by. People were carefully navigating around it, trying to avoid slipping and falling. It was frustrating to see that no airport staff had come to clean it up promptly, which only added to the chaos. The unpleasant odor from the spill lingered in the air, making the atmosphere even less enjoyable for everyone nearby. Overall, the situation highlighted the need for better maintenance and cleanliness in the airport."
1788,218,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,12/31/2018,95,Clean,Very safe,Somewhat satsified,Dr.Tol,It was terrible
1789,640,Thursday,ALASKA,NEW ORLEANS,Midwest US,Medium,Gates 50-59,12/31/2018,140,Somewhat clean,Somewhat safe,Very satisfied,Miss Jigs,I did not like the flight
1791,2273,Wednesday,WOW,REYKJAVIK,Europe,Small,Gates 91-102,12/31/2018,175,Clean,Very safe,Somewhat satsified,Mr.Stones,I hate this
1792,3219,Thursday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,12/31/2018,160,Average,Very safe,Somewhat satsified,Mr.Dan,Not a fan
1794,397,Friday,ALASKA,LOS ANGELES,West US,Hub,Gates 50-59,12/31/2018,175,Somewhat clean,Very safe,Somewhat satsified,Ms.Bob,Bad
1796,332,Wednesday,SOUTHWEST,PHOENIX,West US,Hub,Gates 20-39,12/31/2018,200,Somewhat clean,Very safe,Somewhat satsified,Dr.Mos,Horrible
1797,1023,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,12/31/2018,80,Clean,Very safe,Somewhat satsified,Miss Volks,Very poor
1798,1840,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,12/31/2018,165,Average,Somewhat safe,Somewhat satsified,Mr.Jones,Unacceptable flight
1799,2897,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,12/31/2018,155,Clean,Very safe,Very satisfied,Mr.Bim,It was awful
1801,1350,Tuesday,UNITED INTL,SHANGHAI,Asia,Hub,Gates 91-102,12/31/2018,260,Somewhat clean,Very safe,Somewhat satsified,Ms.Craig,My fllight was really unpleasant
1802,1376,Tuesday,UNITED INTL,SHANGHAI,Asia,Hub     ,Gates 91-102,12/31/2018,205,Somewhat clean,Somewhat safe,Somewhat satsified,Dr.Tol,I am not a fan
1803,1507,Wednesday,DELTA,LOS ANGELES,West US,Hub     ,Gates 40-48,12/31/2018,120,Clean,Very safe,Somewhat satsified,Miss Jigs,I had a bad flight
1804,1792,Saturday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 70-90,12/31/2018,540,Somewhat clean,Very safe,Somewhat satsified,Mr.Stones,It was very bad
1805,514,Sunday,UNITED,KAHULUI,West US,Small,Gates 60-69,12/31/2018,302,Somewhat clean,Very safe,Somewhat satsified,Mr.Dan,it was horrible
1806,459,Sunday,ALASKA,LAS VEGAS,West US,Hub,Gates 50-59,12/31/2018,90,Clean,Very safe,Neutral,Ms.Bob,Terrible
1807,1926,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,    Hub,Gates 1-12,12/31/2018,110,Average,Somewhat safe,Somewhat satsified,Dr.Mos,It was substandard
1808,5,Tuesday,SOUTHWEST,LOS ANGELES,West US,    Hub,Gates 20-39,12/31/2018,170,Somewhat clean,Very safe,Somewhat satsified,Miss Volks,"The airport personnel failed to notify us about the delay, which caused significant confusion and inconvenience. We were left uninformed, missing crucial updates regarding our flight status, which led to unnecessary waiting and frustration among all the passengers. The lack of communication was disappointing"
1809,590,Thursday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,12/31/2018,145,Somewhat clean,Very safe,Somewhat satsified,Mr.Jones,"The food at the airport was incredibly expensive, far more than what I had anticipated. Every option, whether it was a snack or a meal, seemed overpriced. It felt like they were taking advantage of travelers, leaving us with no affordable dining alternatives while waiting for our flights"
1810,1506,Wednesday,HAWAIIAN AIR,HONOLULU,West US,Medium,Gates 1-12,12/31/2018,168,Clean,Very safe,Very satisfied,Mr.Bim,"One of the other travelers was extremely loud and disruptive throughout the entire waiting period at the airport. They were talking on their phone at a high volume, seemingly unaware of how uncomfortable they were making everyone around them. Despite multiple people giving them looks, they continued without any consideration for the rest of the passengers. It made an already stressful situation much worse for those nearby."
1811,1741,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,12/31/2018,270,Clean,Very safe,Somewhat satsified,Ms.Craig,"I don’t recall completing the survey with the answers that were provided. It’s possible that I might have misunderstood some of the questions or submitted it unintentionally. However, the responses shown don’t seem to align with my typical views or preferences. If there’s a way to review or correct my input, I would appreciate the opportunity to do so, as I want to ensure that the feedback accurately reflects my experience or opinion."
1812,2208,Thursday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,12/31/2018,725,Somewhat clean,Somewhat safe,Neutral,Dr.Tol,"The airport personnel continuously ignored my request for assistance, even after I approached them multiple times. I was trying to get some information about a delayed flight, but they seemed indifferent to my concerns. Despite politely asking for updates and clarification, they either directed me to someone else or simply avoided making eye contact. This lack of responsiveness was frustrating, and it left me feeling completely disregarded, especially in such a stressful situation. It was disappointing to see such poor customer service from the staff during a time when passengers needed support the most."
1813,542,Thursday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,12/31/2018,135,Clean,Very safe,Very satisfied,Miss Jigs,"The chair I sat in was extremely uncomfortable, making the long wait at the airport even more unbearable. It lacked proper cushioning and support, causing discomfort after just a short period. Despite trying to shift positions to find some relief, the hard surface and poor design made it impossible to get comfortable. This added to the overall frustration of an already tiring day, as I had no choice but to sit there for hours, enduring the physical discomfort while waiting for my delayed flight. It was disappointing that the seating provided was of such low quality in a place where people spend significant amounts of time."
1814,1766,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,12/31/2018,145,Clean,Very safe,Very satisfied,Mr.Stones,"I wish this airport were more like other airports that prioritize the comfort and convenience of their travelers. The facilities here seem outdated and lack many of the amenities I’ve come to expect when traveling. For example, other airports offer better seating, a wider range of food options, and more efficient customer service. The layout is also confusing, and finding basic services like restrooms or charging stations was more difficult than it should have been. Overall, it would greatly improve the experience if this airport could modernize and provide a more traveler-friendly environment like many others do."
1815,1697,Sunday,ALASKA,SANTA ANA,West US,Medium,Gates 50-59,12/31/2018,247,Somewhat clean,Very safe,Somewhat satsified,Mr.Dan,"I was really unsatisfied with the wait times because they were much longer than expected, causing unnecessary frustration. Despite arriving at the airport well ahead of schedule, the lines for check-in, security, and even boarding seemed to move at an incredibly slow pace. There were few updates or explanations provided, which made the situation even more stressful. It felt as though the airport was understaffed or poorly organized, leaving passengers to wait without any clear sense of when things would improve. The overall inefficiency of the process left me disappointed and made the travel experience far more stressful than it should have been."
1816,2439,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium,Gates 91-102,12/31/2018,250,Dirty,Neutral,Neutral,Ms.Bob,"The flight was generally okay, but I didn’t particularly enjoy the seating arrangements. The seats were cramped, leaving very little legroom, which made the long flight uncomfortable. Additionally, the seat padding wasn’t great, and after a few hours, it became difficult to find a comfortable position. The lack of in-flight entertainment options also made the experience less enjoyable, as there were few distractions to pass the time. Although the staff were friendly and the flight itself was smooth, the overall comfort level left much to be desired, especially for such a long journey."
1817,3283,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,12/31/2018,95,Somewhat clean,Somewhat safe,Somewhat satsified,Dr.Mos,"We were significantly slowed down by the security measures at the airport, which took far longer than expected. The line seemed to move at a snail’s pace, and the security staff, though thorough, didn’t seem to be working efficiently. Many passengers were confused about the process, which only added to the delays. The screening procedures felt overly strict, with many people being pulled aside for additional checks, even though they had followed the initial instructions carefully. This caused unnecessary stress and frustration, making it difficult for many of us to reach our gates on time. The entire experience was exhausting and could have been handled in a more organized and efficient manner."
1819,703,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,12/31/2018,185,Average,Neutral,Somewhat satsified,Miss Volks,"I felt very unsatisfied by how long the flight was, especially since it exceeded the expected duration by a significant margin. The extended hours in the air made the experience feel exhausting and tedious. As the minutes dragged on, the discomfort of the cramped seating and lack of adequate entertainment options became increasingly frustrating. I had hoped for a more pleasant journey, but the prolonged flight left me feeling restless and impatient. Furthermore, the limited snacks and beverage service did little to alleviate the discomfort. Overall, the long flight dampened my travel experience, making it far less enjoyable than I had anticipated."
1820,304,Thursday,UNITED,SAN DIEGO,West US,    Medium,Gates 70-90,12/31/2018,152,Average,Neutral,Neutral,Mr.Jones,"There was a spill on the aisle next to the bathroom, creating quite a mess and an unpleasant situation for passengers. The liquid spread across the floor, making it hazardous for anyone walking by. People were carefully navigating around it, trying to avoid slipping and falling. It was frustrating to see that no airport staff had come to clean it up promptly, which only added to the chaos. The unpleasant odor from the spill lingered in the air, making the atmosphere even less enjoyable for everyone nearby. Overall, the situation highlighted the need for better maintenance and cleanliness in the airport."
1822,2953,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,12/31/2018,60,Clean,Very safe,Somewhat satsified,Mr.Bim,It was terrible
1823,2196,Wednesday,AER LINGUS,DUBLIN,Europe,Large,Gates 91-102,12/31/2018,75,Average,Somewhat safe,Neutral,Ms.Craig,I did not like the flight
1824,3002,Tuesday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,12/31/2018,80,Clean,Very safe,Very satisfied,Dr.Tol,I hate this
